,selling_price,new-price,year,km_driven,mileage
1635,1245000,1811000,2018,26000,19.08
1636,250000,2141000,2010,120000,13.93
1637,700000,1068000,2017,21900,19.56
1638,480000,1032000,2015,43206,20.85
1639,479000,1175000,2014,43000,16.47
1640,1100000,2046000,2017,77000,21.38
1641,1175000,1739000,2018,27000,25.6
1642,299000,1324000,2009,50250,15.0
1643,450000,827000,2017,52532,23.84
1644,409999,654000,2018,15235,23.01
1645,500000,1324000,2013,49000,18.5
1646,695000,1698999,2014,39000,18.0
1647,395000,1551000,2013,30000,15.0
1648,300000,1710000,2010,92000,17.0
1649,149000,931000,2007,60000,16.1
1650,745000,1032000,2018,29500,21.21
1651,349000,654000,2017,20966,25.17
1652,675000,2339000,2013,73000,15.1
1653,490000,1811000,2013,59000,23.5
1654,371000,1323000,2010,78000,17.0
1655,530000,740000,2019,4800,20.3
1656,434999,1036000,2015,21000,18.0
1657,484999,672000,2017,55001,23.1
1658,475000,656000,2017,39400,31.79
1659,350000,599000,2019,5000,25.17
1660,825000,1698999,2016,56436,18.0
1661,365000,654000,2018,20000,25.17
1662,650000,1024000,2017,25000,24.29
1663,204000,1324000,2010,220000,17.0
1664,434999,1283000,2012,66259,21.9
1665,425000,1024000,2013,57239,18.0
1666,715000,1698999,2017,45000,17.4
1667,540000,1779000,2013,65000,22.32
1668,675000,1351000,2017,54552,20.73
1669,635000,1074000,2015,78028,15.96
1670,525000,1143000,2016,110000,16.2
1671,520000,742000,2017,41000,18.9
1672,295000,1036000,2013,51112,15.5
1673,500000,1055000,2013,280000,15.96
1674,1025000,1614999,2019,20000,17.0
1675,640000,849000,2019,11000,20.89
1676,950000,1372000,2018,29500,23.0
1677,575000,911000,2018,9500,20.3
1678,300000,1053000,2005,211121,13.6
1679,850000,1657999,2018,30000,16.55
1680,835000,1657999,2018,32707,16.55
1681,470000,717000,2017,25649,21.5
1682,535000,1337000,2014,63000,18.88
1683,565000,1324000,2015,23000,18.6
1684,325000,1148000,2011,58000,16.0
1685,380000,1324000,2014,44000,18.5
1686,785000,1032000,2018,15210,21.21
1687,580000,1176000,2016,75225,25.8
1688,1050000,1371000,2019,10787,21.7
1689,440000,1032000,2014,66250,23.26
1690,865000,1645000,2017,28900,17.01
1691,780000,1208000,2017,40000,17.03
1692,450000,1283000,2012,134000,23.0
1693,330000,665000,2018,25000,25.17
1694,310000,725000,2016,29500,20.63
1695,355000,722000,2013,43000,18.9
1696,630000,1324000,2016,18000,18.6
1697,425000,1032000,2014,70000,19.1
1698,325000,599000,2019,40000,25.17
1699,220000,588000,2016,40000,25.17
1700,445000,719000,2016,42000,20.51
1701,585000,741000,2016,5301,18.9
1702,400000,863000,2018,90000,20.3
1703,890000,1306000,2019,4000,17.0
1704,450000,775000,2018,30000,23.84
1705,430000,660000,2015,36000,23.1
1706,1370000,2531000,2017,53958,18.23
1707,290000,966000,2011,113000,20.0
1708,850000,1306000,2018,40000,21.56
1709,760000,1582000,2018,31000,14.3
1710,771000,1698999,2015,56000,18.0
1711,925000,1869000,2014,51000,15.4
1712,690000,1380000,2015,75911,22.7
1713,418000,1324000,2013,35000,18.6
1714,975000,1319000,2018,30892,25.5
1715,590000,1031000,2015,32000,20.85
1716,250000,1032000,2008,78000,17.5
1717,345000,513999,2015,8403,15.37
1718,600000,1768000,2015,95000,25.1
1719,755000,1698999,2019,11000,17.0
1720,324000,668000,2016,19000,22.3
1721,775000,1073000,2019,12705,21.01
1722,730000,1541000,2018,18500,14.19
1723,1250000,1968000,2015,70000,15.4
1724,484999,1324000,2014,42000,18.6
1725,221000,997000,2010,76400,20.0
1726,250000,513000,2010,35000,16.11
1727,475000,1032000,2013,10000,19.1
1728,700000,1351000,2015,20000,20.73
1729,540000,824000,2016,14000,18.16
1730,375000,1177000,2014,90000,25.8
1731,1500000,2337000,2018,60000,16.0
1732,345000,654000,2016,21200,22.3
1733,434000,618000,2018,50000,26.6
1734,280000,1362000,2010,36704,18.6
1735,545000,1073000,2017,35092,21.01
1736,350000,668000,2017,15000,25.17
1737,559000,1645000,2014,41000,17.01
1738,655000,2307000,2015,100000,15.1
1739,800000,1025000,2019,2277,15.5
1740,475000,931000,2016,8000,22.0
1741,900000,164000,2011,110500,11.74
1742,450000,850000,2016,41001,18.16
1743,254999,989000,2011,66000,20.0
1744,575000,1031000,2015,67000,20.85
1745,800000,1229000,2017,84900,17.5
1746,525000,742000,2015,23000,18.9
1747,850000,1068000,2017,26000,21.4
1748,250000,719000,2010,28000,14.0
1749,751000,1525000,2018,27000,21.5
1750,349000,1710000,2010,77250,16.8
1751,365000,629000,2015,48000,32.52
1752,690000,1144000,2016,60000,17.21
1753,670000,1314000,2016,40003,14.7
1754,325000,469000,2018,40737,22.74
1755,850000,1768000,2016,50000,26.0
1756,650000,1323000,2016,59000,18.6
1757,621000,1314000,2014,50250,16.5
1758,775000,1351000,2018,23150,20.73
1759,511000,943000,2015,19000,18.6
1760,630000,1324000,2015,45235,18.6
1761,650000,1811000,2016,75000,19.08
1762,600000,890000,2019,10000,21.21
1763,651000,1763000,2015,78000,26.0
1764,875000,1698999,2016,32302,18.0
1765,300000,931000,2011,54688,16.1
1766,204999,943000,2006,82000,16.1
1767,900000,1739999,2018,12617,17.1
1768,450000,1869000,2012,68000,12.05
1769,355000,1869000,2008,97000,12.05
1770,225000,2525000,2007,71000,12.9
1771,395000,1324000,2013,39000,17.0
1772,695000,2337000,2012,48000,15.1
1773,610000,1698999,2015,53000,17.4
1774,325000,657000,2014,76000,23.1
1775,1050000,1809000,2017,45000,22.0
1776,575000,742000,2019,16000,18.9
1777,675000,1284000,2016,65000,22.54
1778,365000,1698999,2011,45000,17.0
1779,292000,733000,2013,50000,20.51
1780,375000,1710000,2008,40000,16.8
1781,425000,1324000,2013,27000,18.5
1782,835000,1574000,2018,16000,21.5
1783,395000,1362000,2013,40000,17.0
1784,400000,599000,2020,5000,24.04
1785,285000,472000,2016,29000,22.74
1786,520000,931000,2017,30000,22.0
1787,450000,1811000,2011,138886,16.8
1788,1400000,2307000,2015,60000,16.0
1789,260000,2141000,2012,100000,11.57
1790,375000,1324000,2011,35000,17.0
1791,610000,930000,2019,5000,21.21
1792,650000,1739000,2015,70000,26.0
1793,560000,1148000,2015,19570,18.7
1794,590000,1752000,2014,74000,26.0
1795,890000,1331000,2018,33000,25.5
1796,550000,931000,2017,10000,21.21
1797,925000,2082000,2018,62000,22.1
1798,315000,513999,2014,63000,15.37
1799,1225000,1338000,2020,12000,18.76
1800,175000,707000,2006,90000,0.0
1801,250000,997000,2010,60000,20.0
1802,484999,1811000,2014,77000,22.32
1803,715000,1329000,2016,22000,20.73
1804,265000,720000,2012,65000,18.9
1805,215000,719000,2012,84000,18.9
1806,509999,1324000,2016,70000,18.6
1807,520000,660000,2019,20000,23.1
1808,375000,1323000,2012,79330,17.0
1809,800000,1053000,2020,12000,21.0
1810,550000,1323000,2015,35000,18.6
1811,400000,1596000,2013,120000,15.04
1812,645000,1036000,2018,12000,17.8
1813,400000,1055000,2012,100000,15.96
1814,680000,1055000,2016,62257,21.0
1815,900000,1928000,2017,68462,15.4
1816,370000,1032000,2012,70000,17.5
1817,650000,1145000,2017,10000,18.7
1818,500000,1031000,2014,55000,20.85
1819,745000,1331000,2017,41632,25.5
1820,549000,1324000,2016,17749,18.6
1821,750000,1044000,2018,18000,21.4
1822,500000,1645000,2015,25000,17.43
1823,480000,1144000,2015,54985,16.2
1824,290000,541000,2018,16500,22.7
1825,611000,2339000,2012,90000,15.1
1826,600000,823000,2016,25000,17.01
1827,350000,733000,2014,84000,20.51
1828,430000,742000,2014,38000,18.9
1829,490000,1645000,2013,48000,17.01
1830,415000,654000,2018,9800,24.04
1831,445000,742000,2015,88500,18.9
1832,400000,1630999,2013,58212,15.04
1833,270000,742000,2010,84000,19.2
1834,975000,1645000,2019,14200,17.0
1835,1400000,1698999,2019,2600,17.4
1836,399000,1645000,2012,58000,17.01
1837,250000,720000,2012,50000,18.9
1838,720000,943000,2019,14500,22.0
1839,395000,1324000,2013,37000,18.5
1840,400000,719000,2014,40000,20.51
1841,615000,1145000,2018,31909,18.7
1842,254999,1811000,2009,70000,16.8
1843,420000,733000,2016,39000,20.51
1844,430000,874000,2017,40000,19.44
1845,550000,1371000,2014,86000,22.7
1846,350000,931000,2011,32000,18.6
1847,445000,1324000,2013,14258,18.6
1848,385000,668000,2017,17000,24.04
1849,335000,738000,2017,40000,20.63
1850,587000,931000,2018,20000,22.0
1851,450000,660000,2015,80000,23.1
1852,395000,654000,2019,10695,23.01
1853,420000,1031000,2013,154000,19.1
1854,350000,1598000,2010,80000,14.8
1855,480000,1055000,2014,80000,15.96
1856,885000,1811000,2018,35522,22.0
1857,745000,1763000,2014,65000,26.0
1858,450000,720000,2017,24000,20.51
1859,765000,1779000,2017,46000,24.8
1860,260000,742000,2012,66500,19.81
1861,1450000,2981000,2017,25216,16.0
1862,400000,865000,2016,21000,18.15
1863,725000,1148000,2017,27826,19.0
1864,795000,1149000,2018,19000,17.5
1865,440000,943000,2014,35734,21.21
1866,575000,1155000,2015,50000,19.0
1867,650000,1262000,2016,57000,22.54
1868,480000,709000,2018,28000,18.9
1869,365000,618000,2016,49000,26.6
1870,300000,1284000,2010,102000,21.9
1871,455000,617000,2018,36274,26.6
1872,565000,1144000,2014,39000,17.21
1873,275000,719000,2011,50000,20.51
1874,500000,1148000,2016,15000,18.7
1875,340000,668000,2016,50700,23.01
1876,235000,632000,2016,79000,22.7
1877,919999,1283000,2018,70000,22.54
1878,525000,1371000,2013,69141,22.7
1879,645000,1329000,2016,35701,20.73
1880,819999,1698999,2016,19000,18.0
1881,285000,632000,2017,75000,22.7
1882,1325000,2981000,2018,9800,16.0
1883,415000,618000,2017,37000,26.6
1884,740000,1351000,2016,33582,19.12
1885,825000,1230000,2017,24000,19.01
1886,725000,1525000,2018,60000,21.5
1887,395000,660000,2016,14286,23.1
1888,739000,1283000,2018,40000,21.9
1889,1350000,172000,2012,33999,12.3
1890,400000,1032000,2013,40000,19.1
1891,1375000,1630000,2018,15001,17.3
1892,321000,513999,2014,41600,15.37
1893,240000,733000,2010,48300,18.9
1894,745000,1031000,2019,5000,21.21
1895,445000,1144000,2014,73000,16.47
1896,250000,1055000,2008,15000,13.6
1897,434999,1283000,2013,37900,21.9
1898,559000,1054000,2016,14550,21.4
1899,770000,1645000,2018,16443,19.1
1900,1150000,1686000,2019,10000,18.0
1901,298000,720000,2013,39757,20.51
1902,850000,2339000,2014,85000,15.1
1903,459999,1022000,2015,50000,17.5
1904,370000,719000,2015,52606,18.9
1905,655000,1739000,2015,70000,26.0
1906,275000,966000,2011,73320,20.0
1907,600000,1262000,2016,50000,22.54
1908,1000000,1319000,2019,23000,25.5
1909,350000,1324000,2013,55713,17.0
1910,635000,742000,2017,18500,18.9
1911,580000,1324000,2016,27000,17.0
1912,650000,1032000,2015,12000,19.1
1913,300000,874000,2016,30000,19.44
1914,600000,1054000,2016,60000,21.4
1915,495000,742000,2017,7500,18.9
1916,900000,1314000,2018,15000,17.0
1917,550000,742000,2017,15000,18.9
1918,515000,1811000,2013,58000,22.32
1919,260000,733000,2011,29000,21.79
1920,249000,844000,2010,114231,15.6
1921,330000,654000,2017,15000,23.01
1922,521000,1811000,2012,72000,22.32
1923,725000,1582000,2017,19000,15.0
1924,281000,501999,2014,28000,33.44
1925,635000,1175000,2018,17000,18.78
1926,500000,1705000,2013,60000,16.55
1927,365000,1698999,2011,60000,17.0
1928,350000,652000,2018,50000,25.17
1929,350000,615000,2018,45000,25.17
1930,600000,1752000,2014,70000,26.0
1931,421000,1144000,2013,55322,16.47
1932,741000,1046000,2018,19000,21.21
1933,484999,1582000,2015,47000,15.0
1934,220000,1710000,2007,77433,12.8
1935,675000,1324000,2018,16285,18.6
1936,290000,2141000,2012,110000,13.93
1937,580000,1371000,2014,72569,22.7
1938,800000,1306000,2018,35000,20.73
1939,375000,654000,2017,20000,25.17
1940,450000,1177000,2015,47745,27.4
1941,441000,795000,2018,36313,23.84
1942,145000,930000,2006,127000,16.1
1943,370000,733000,2014,35000,20.51
1944,425000,924000,2015,50000,20.4
1945,275000,472000,2014,48828,22.74
1946,275000,824000,2010,35000,15.6
1947,484999,1844000,2012,100000,23.5
1948,459999,652000,2019,27000,24.04
1949,250000,738000,2015,20000,20.63
1950,340000,618000,2014,56795,26.2
1951,600000,1055000,2020,10000,21.0
1952,390000,1869000,2008,71000,10.5
1953,690000,2337000,2012,82000,16.0
1954,465000,819000,2017,32000,23.84
1955,630000,1324000,2017,40000,18.6
1956,500000,931000,2015,18914,20.4
1957,575000,1024000,2018,41000,18.1
1958,501000,1176000,2015,148000,25.8
1959,315000,668000,2015,60000,23.01
1960,665000,1645000,2016,7000,17.7
1961,275000,1324000,2009,96000,17.0
1962,390000,1324000,2013,75518,18.5
1963,565000,1073000,2017,13355,21.4
1964,575000,1351000,2015,49000,20.73
1965,700000,1148000,2017,26000,18.7
1966,950000,1290000,2019,10000,14.8
1967,550000,694000,2018,27000,20.51
1968,415000,869000,2017,30000,20.89
1969,425000,719000,2017,25000,21.79
1970,560000,1068000,2016,15068,21.4
1971,509999,1645000,2013,97000,17.01
1972,491000,869000,2018,10415,20.89
1973,349000,617000,2014,69000,33.54
1974,185000,719000,2009,27000,18.9
1975,319000,480000,2018,23493,24.7
1976,749000,1630999,2016,37900,18.19
1977,311000,1630999,2012,47123,15.04
1978,400000,654000,2017,29000,24.04
1979,680000,1145000,2017,14000,18.2
1980,1395000,2339000,2017,35000,16.0
1981,245000,1324000,2010,69000,18.5
1982,400000,1869000,2009,80000,12.05
1983,448000,1869000,2012,65253,12.05
1984,500000,709000,2017,17500,18.9
1985,300000,654000,2016,21000,22.3
1986,390000,717000,2015,28000,18.9
1987,480000,1844000,2013,70000,22.32
1988,346000,632000,2018,3200,23.0
1989,295000,1177000,2015,190000,25.8
1990,825000,1698999,2015,24000,18.0
1991,535000,1323000,2015,112300,18.6
1992,300000,1968000,2006,120000,12.7
1993,490000,672000,2018,28314,23.1
1994,275000,1324000,2010,23000,17.0
1995,1185000,1364000,2020,4000,18.15
1996,600000,1144000,2015,87000,17.21
1997,525000,742000,2015,15000,18.9
1998,495000,819000,2018,2500,23.84
1999,595000,1323000,2015,54625,18.6
2000,1250000,1645000,2019,8000,17.0
2001,810000,1230000,2018,32000,17.5
2002,600000,1068000,2017,23000,21.01
2003,490000,1614999,2013,30588,16.2
2004,530000,930000,2015,55000,22.0
2005,395000,584000,2019,3800,4.0
2006,250000,997000,2013,55000,20.0
2007,545000,1284000,2014,66266,21.27
2008,411000,500000,2019,25000,15.37
2009,650000,1752000,2014,63762,25.1
2010,1810000,2114000,2019,11800,17.8
2011,370000,1280000,2012,56328,21.9
2012,950000,2438000,2015,42000,15.1
2013,1550000,2913000,2017,67000,13.68
2014,715000,1366000,2015,40000,20.73
2015,318000,473000,2017,3600,24.7
2016,450000,1034000,2015,73000,18.0
2017,500000,827000,2017,30000,20.89
2018,375000,748000,2011,73000,19.81
2019,484999,738000,2016,40000,18.9
2020,600000,1307000,2016,71000,20.73
2021,690000,1367000,2016,71500,21.7
2022,585000,1779000,2013,65512,22.32
2023,665000,1356000,2015,37000,15.63
2024,1750000,2390000,2019,20000,17.0
2025,760000,2009000,2015,51000,15.4
2026,800000,1994000,2014,100000,15.4
2027,1100000,2012000,2017,50000,19.67
2028,890000,1101000,2018,1300,21.4
2029,409999,645000,2014,20903,32.52
2030,250000,500000,2014,30000,15.37
2031,420000,802999,2017,80000,23.84
2032,740000,1811000,2014,103247,22.32
2033,225000,1707000,2008,100000,17.7
2034,1350000,2125000,2020,15000,22.1
2035,325000,653000,2016,87000,22.3
2036,350000,613000,2016,37000,25.17
2037,600000,1709000,2015,120000,26.0
2038,860000,1147000,2018,69000,23.8
2039,700000,1146000,2019,30000,27.4
2040,750000,1383000,2019,40000,18.6
2041,190000,2141000,2008,60000,11.57
2042,490000,944000,2016,49000,21.21
2043,925000,1830000,2017,30700,23.9
2044,1549000,2114000,2019,5000,20.8
2045,650000,1044999,2018,21500,21.21
2046,350000,906000,2013,20000,18.6
2047,150000,716000,2009,77000,18.9
2048,380000,738000,2014,43000,18.9
2049,434999,1072000,2012,75000,15.96
2050,250000,972000,2014,60000,20.0
2051,698000,1101000,2016,45215,21.4
2052,395000,653000,2017,33000,24.04
2053,565000,1994000,2011,156000,12.05
2054,775000,1687000,2017,20000,17.7
2055,325000,1085000,2010,350000,13.6
2056,1350000,2045000,2019,31700,19.67
2057,1250000,2379000,2017,51000,12.4
2058,539000,923000,2019,8000,21.21
2059,690000,1009000,2017,24000,25.83
2060,1025000,1367000,2018,18890,23.0
2061,525000,729000,2018,5000,18.9
2062,385000,738000,2012,41000,19.2
2063,290000,707000,2014,40330,20.51
2064,950000,1500000,2018,50000,21.5
2065,325000,972000,2014,77000,20.0
2066,425000,725000,2016,58802,18.9
2067,750000,1609000,2015,56000,18.19
2068,750000,2530000,2013,60000,19.5
2069,600000,1347000,2016,30000,18.6
2070,1150000,2088000,2017,34800,13.0
2071,195000,972000,2012,70000,20.0
2072,645000,1035000,2017,26917,21.01
2073,262000,472000,2013,15000,22.74
2074,204999,725000,2008,64521,14.0
2075,550000,1826000,2013,70000,22.32
2076,290000,717000,2011,69001,17.3
2077,610000,906000,2018,20000,22.0
2078,650000,1826000,2012,67000,19.08
2079,600000,2274000,2013,70000,15.1
2080,395000,866000,2016,75000,18.16
2081,925000,1991000,2015,67000,15.4
2082,750000,1383000,2018,5000,18.6
2083,560000,1748000,2013,31000,17.0
2084,700000,1048000,2018,30000,21.4
2085,875000,1148000,2019,8000,27.4
2086,571000,748000,2016,46861,18.9
2087,565000,1159000,2016,59000,25.8
2088,630000,1130000,2016,33980,18.7
2089,600000,944000,2019,25500,21.21
2090,620000,1026000,2016,30000,21.4
2091,735000,1500000,2018,87000,21.5
2092,320000,613000,2018,30000,25.17
2093,1100000,1793000,2018,29000,25.1
2094,444000,716000,2019,10000,19.83
2095,568000,748000,2017,37850,18.9
2096,1500000,1939999,2018,70000,16.36
2097,770000,1132000,2018,19790,17.5
2098,1250000,2341000,2015,68200,16.0
2099,580000,1026000,2018,43875,21.4
2100,750000,1366000,2015,30000,20.73
2101,250000,599000,2016,25000,23.01
2102,1025000,2294000,2016,110000,16.0
2103,229999,569000,2017,35000,22.7
2104,840000,1323000,2018,14774,21.56
2105,345000,653000,2016,30000,25.17
2106,500000,643000,2018,17000,23.1
2107,1100000,2041000,2018,30000,13.0
2108,1225000,1761000,2017,10000,18.0
2109,300000,906000,2013,50000,18.6
2110,550000,736000,2019,25000,18.9
2111,580000,1745000,2016,95066,17.4
2112,958000,1387000,2019,15000,18.27
2113,1025000,1748000,2017,29000,17.8
2114,350000,512000,2018,33000,16.11
2115,780000,1284000,2018,25645,22.54
2116,320000,1313000,2010,97845,23.0
2117,1550000,1994000,2018,47000,16.36
2118,475000,1040000,2013,85000,20.85
2119,434999,1072000,2012,75000,15.96
2120,440000,1764000,2011,79418,17.0
2121,430000,1367000,2013,92000,22.7
2122,660000,1284000,2016,88098,21.9
2123,575000,1046000,2016,98000,21.4
2124,1249000,2082000,2016,88000,17.01
2125,500000,924000,2014,50000,18.6
2126,1175000,1398000,2019,15000,23.7
2127,190000,1811000,2008,90000,16.8
2128,200000,738000,2015,30000,20.63
2129,224000,470000,2013,40580,22.74
2130,430000,1614999,2013,70000,17.01
2131,880000,1055000,2019,13133,24.4
2132,725000,2096000,2014,136542,15.4
2133,700000,1380000,2016,56393,22.77
2134,430000,1284000,2013,131000,21.27
2135,580000,1280000,2016,62000,22.54
2136,385000,648000,2016,34000,23.01
2137,515000,729000,2018,10000,18.9
2138,350000,1994000,2008,198000,10.5
2139,800000,1330000,2018,60000,25.5
2140,325000,959000,2011,75000,20.0
2141,1898999,102000,2010,95000,11.7
2142,880000,2045000,2017,60000,21.38
2143,475000,1146000,2014,67000,25.8
2144,1800000,2906000,2016,70000,11.36
2145,780000,1366000,2017,44000,19.12
2146,400000,2141000,2012,100000,13.93
2147,500000,1085000,2012,150000,15.96
2148,500000,1609000,2013,49361,16.09
2149,550000,1300000,2014,44000,18.5
2150,695000,1250000,2016,27000,19.01
2151,599000,1027000,2017,25000,21.4
2152,715000,1686000,2016,70000,17.8
2153,1000000,1339000,2019,10000,18.15
2154,380000,716000,2017,60000,20.51
2155,550000,1026000,2018,28563,21.4
2156,291000,735000,2012,66000,20.51
2157,350000,461000,2019,1200,22.05
2158,700000,1804000,2013,70000,22.32
2159,440000,1994000,2010,44000,12.05
2160,960000,2082000,2016,120000,19.67
2161,495000,725000,2016,50000,20.51
2162,850000,2337000,2015,55424,16.0
2163,380000,648000,2018,5694,25.17
2164,525000,981000,2016,50000,25.83
2165,657000,1044999,2018,18677,22.0
2166,450000,648000,2018,9200,23.01
2167,994999,1365000,2019,10000,21.56
2168,585000,1003999,2015,10000,20.85
2169,280000,969000,2010,54523,20.0
2170,450000,1003999,2015,30000,20.85
2171,850000,1381000,2018,65120,20.73
2172,105000,2141000,2007,74555,11.57
2173,415000,1229000,2013,90000,21.9
2174,621000,1304000,2016,51000,18.6
2175,625000,1119000,2014,89000,15.96
2176,400000,737000,2014,44904,18.9
2177,675000,1038000,2017,54000,25.83
2178,490000,568000,2020,1000,21.7
2179,600000,1313000,2015,72000,21.27
2180,327000,470000,2018,15453,24.7
2181,800000,873000,2020,5600,20.0
2182,799000,1705999,2016,62000,16.55
2183,420000,576000,2019,5000,21.7
2184,310000,735000,2014,76470,20.51
2185,309000,725000,2011,78010,20.51
2186,1335000,1714000,2019,33000,17.3
2187,540000,1280000,2015,90000,21.9
2188,300000,486000,2015,35236,22.74
2189,900000,1830000,2018,75000,22.0
2190,850000,2341000,2015,63516,15.1
2191,840000,1323000,2018,14000,20.73
2192,490000,735000,2019,11400,20.52
2193,465000,665000,2014,39000,23.1
2194,850000,1380000,2018,60000,23.0
2195,235000,1682000,2008,70000,17.7
2196,1150000,1398000,2020,14000,19.01
2197,850000,1703000,2017,30000,16.55
2198,325000,717000,2016,40000,20.51
2199,350000,777000,2017,35000,19.44
2200,320000,1671000,2009,80000,17.0
2201,540000,924000,2015,43000,22.0
2202,670000,1048000,2017,35000,19.56
2203,441000,1113000,2015,87566,15.26
2204,590000,883000,2017,20000,18.16
2205,685000,1579000,2016,31800,14.84
2206,1350000,2034000,2019,5000,14.8
2207,434999,735000,2017,41000,20.51
2208,429000,653000,2020,4000,25.17
2209,599000,1367000,2015,69000,22.77
2210,1500000,2906000,2016,120000,11.36
2211,990000,1323000,2018,29349,20.73
2212,405000,748000,2015,45000,18.9
2213,550000,1030000,2014,20000,18.0
2214,1925000,2913000,2018,65750,13.68
2215,290000,470000,2018,80000,22.74
2216,375000,714000,2015,60000,20.51
2217,350000,653000,2017,40000,25.17
2218,254999,561000,2018,30000,22.5
2219,310000,628000,2015,30000,25.17
2220,750000,1300000,2019,10000,17.4
2221,590000,1347000,2014,58000,18.6
2222,325000,653000,2015,68000,25.17
2223,690000,1280000,2017,89823,22.54
2224,625000,1040000,2015,43000,20.85
2225,390000,715000,2013,37000,18.9
2226,525000,1025000,2016,20000,20.85
2227,370000,944000,2013,50000,18.6
2228,280000,952999,2010,85520,22.0
2229,1170000,1614999,2019,10000,17.0
2230,700000,1994000,2013,209000,12.05
2231,800000,1336000,2015,60172,16.5
2232,500000,1764000,2013,66000,22.32
2233,900000,1284000,2019,47527,22.54
2234,310000,2009000,2007,75823,10.5
2235,1275000,2341000,2016,56500,16.0
2236,1550000,2341000,2018,40328,15.1
2237,580000,1811000,2012,91462,19.08
2238,575000,1372000,2013,81000,22.7
2239,1550000,2045000,2019,10000,17.6
2240,285000,2141000,2012,80000,13.93
2241,395000,959000,2013,76000,20.0
2242,640000,1048000,2019,14000,21.01
2243,850000,1707000,2017,71000,17.8
2244,889000,1521000,2018,80000,21.5
2245,320000,748000,2010,52221,20.36
2246,771000,1006000,2018,25000,24.4
2247,400000,1071000,2015,120000,15.96
2248,735000,1304000,2019,12000,18.6
2249,595000,972000,2016,61706,25.83
2250,500000,747000,2019,6500,23.84
2251,760000,2338000,2013,72423,15.1
2252,520000,1811000,2013,90000,22.32
2253,725000,1313000,2018,60000,22.54
2254,629000,1101000,2015,43642,21.4
2255,800000,2338000,2012,100000,15.1
2256,650000,1023000,2018,12500,22.0
2257,484999,1167000,2014,78000,25.8
2258,1025000,2082000,2016,85204,19.67
2259,625000,1046000,2016,48000,21.4
2260,220000,972000,2012,90000,20.0
2261,844999,1830000,2017,40500,22.0
2262,1310000,2028000,2018,19000,20.5
2263,695000,2096000,2012,89000,12.05
2264,450000,1072000,2013,108875,15.96
2265,669000,748000,2019,35166,18.9
2266,1240000,1994000,2016,65273,15.4
2267,775000,1322000,2018,36000,20.73
2268,610000,952999,2018,7000,22.0
2269,340000,735000,2015,70000,21.5
2270,495000,1323000,2016,67248,20.73
2271,690000,1159000,2018,58000,16.2
2272,1560000,2959000,2017,120000,13.68
2273,545000,1136000,2015,48000,27.4
2274,1100000,2088000,2017,32500,15.8
2275,550000,1072000,2014,78000,15.96
2276,310000,611000,2017,50000,23.01
2277,999000,2082000,2018,25000,22.1
2278,375000,725000,2014,27894,21.79
2279,620000,1811000,2013,50000,22.32
2280,740000,1384000,2018,74000,23.0
2281,685000,1019000,2019,4387,17.8
2282,1100000,2082000,2017,116589,19.67
2283,630000,1013000,2018,35000,22.0
2284,409999,1034000,2015,89635,13.6
2285,1275000,2082000,2017,55321,19.67
2286,715000,1347000,2018,22218,18.6
2287,919999,2082000,2018,30000,22.1
2288,790000,1033000,2019,25000,24.4
2289,285000,486000,2013,45000,22.74
2290,459999,1367000,2013,233000,22.7
2291,513999,1142000,2015,48900,16.47
2292,400000,1968000,2011,60000,13.5
2293,660000,1044000,2018,20332,21.4
2294,1135000,1372000,2018,22128,23.0
2295,360000,486000,2019,21900,24.7
2296,350000,1764000,2008,78000,17.0
2297,530000,665000,2019,25000,23.1
2298,330000,748000,2009,18000,20.36
2299,795000,1136000,2019,10000,23.8
2300,950000,2073999,2018,90000,22.1
2301,1095000,2088000,2016,37000,13.0
2302,690000,1772000,2015,58972,26.0
2303,770000,1047000,2017,20000,21.01
2304,660000,1284000,2016,54000,22.54
2305,1500000,2045000,2018,25000,20.5
2306,1100000,2080000,2017,53000,21.38
2307,578000,1026000,2019,13500,21.01
2308,300000,2141000,2009,110000,11.57
2309,325000,653000,2016,45500,23.01
2310,329000,486000,2018,18404,24.7
2311,150000,701000,2009,60000,18.9
2312,950000,1336000,2017,11000,18.88
2313,520000,1811000,2012,100000,22.32
2314,610000,1739000,2014,51000,25.1
2315,325000,652000,2018,39000,25.17
2316,310000,470000,2017,60000,22.74
2317,400000,653000,2018,26000,25.17
2318,280000,599000,2017,50000,25.17
2319,540000,2009000,2011,87563,12.05
2320,310000,454000,2018,20000,24.7
2321,380000,716000,2015,70000,20.51
2322,480000,876000,2019,17000,18.15
2323,750000,1394000,2015,16000,22.7
2324,270000,2141000,2011,120000,13.93
2325,530000,858000,2018,50000,18.16
2326,1300000,2307000,2017,43000,16.0
2327,670000,900000,2019,5000,19.0
2328,320000,1229000,2011,100000,23.0
2329,120000,2141000,2009,270000,11.57
2330,240000,738000,2010,60000,19.81
2331,372000,1968000,2012,120000,14.0
2332,650000,1027000,2019,10000,21.4
2333,250000,972000,2012,76000,20.0
2334,475000,1284000,2012,79975,23.0
2335,385000,665000,2014,86000,23.1
2336,1850000,2913000,2017,86032,13.68
2337,500000,715000,2016,31200,20.51
2338,275000,470000,2016,60000,22.74
2339,785000,1284000,2018,26830,23.0
2340,730000,1003999,2018,50000,21.21
2341,721000,894000,2019,13400,19.0
2342,950000,2082000,2017,71841,21.38
